valid_from,valid_to,ally_name,min_requested_amount,max_requested_amount,origination_mdf,cancellation_mdf,fraud_mdf,last_config,Same for clients?,Check,,MDF change,New Origination MDF,New Cancellation MDF,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,latinourban-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,luiloveshop-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,luiloveshop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,macrodeportes-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,mantra-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,modezbga-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,motheroz-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,motheroz-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,muebleselrey-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticadgo-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,outletelhogarneiva-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,planetgamecol-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,prestigecosmeticanatural-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,revolutionbikecucuta-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ritauttara-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,ritauttara-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,romancerelaxbogota-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,rutasportboutique-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tomatosshoesyjeans-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,traposmp-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,vettaddi-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,visionturbooptica-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lamropa-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almacenesdiber-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,almacenesdiber-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ciclorepuestosperez-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,crismonkey-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,crismonkey-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,envatech-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,envatech-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,ereme-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,ereme-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,gardenbeautyshop-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,gardenbeautyshop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gova-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,juansestore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mahaymorena-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,manduclothes-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,menta-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,menta-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,motorbikesempire-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mundourbanosas-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticaopticredito-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticasgoah-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,pepasypepitas-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,relojeriagomez-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,renzo-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,samyfashion-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,versuscolombia-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,versuscolombia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,vibratotiendamusical-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,vibratotiendamusical-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,visionelite-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,01/19/2023,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,visionxtrema-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,zulmarojascasamoda-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,gorigogo-ecommerce,$0,"$20,000,001.00",3.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,3.50%,3.25%,,,,,,,,,,,,,,,
,,ceretenutrition-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/20/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,anibalmora-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,apattio-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,arteydecoracioncasanueva-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bogotabikecompany-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bogotabikecompany-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,calumababy-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,calumababy-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,chicincejasypestanas-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,chicincejasypestanas-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,chucheriasbga-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,chuwasstore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,clioboutique-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,clothingandtrend-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dulcemaria-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,magerstore-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,olamshop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,terret-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,tiendadeportiva-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tresovejas-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,visionbuga-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,industriasroboto-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lkate-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mislentesoptica-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,motosyaccesorios-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,sinuaccesorios-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,splendourroses-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,thaitangeek-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tiendafisio-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tiendarssas-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dicasy-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,kbyo-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,babalu-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,babalu-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fatelares-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dfequivida-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,azulcelesteboutique-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bohioplaya-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bohioplaya-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cabar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,falconview-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fivefashionjeans-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lacasadelpatin-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mkdamia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tresovejas-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,vcuatrokboutique-online,$0,"$20,000,001.00",6.00%,3.00%,3.00%,01/23/2023,Yes,0,,No,6.00%,3.00%,,,,,,,,,,,,,,,
,,virtuosaintima-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,virtuosaintima-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,machoalfacolombia-ecommerce,$0,"$20,000,001.00",3.50%,1.75%,1.75%,01/23/2023,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,acercadegea-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,amantesapescar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,caneladecorations-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cascosmotorgt-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ciclosport-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,compugamerocana-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,compugamerocana-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cositasfemeninas-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cutix-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dunastienda-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dyro-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,exegi-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fakastore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,galashop-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,galashop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,golatingo-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,golatingo-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,infinitekparis-ecommerce,$0,"$20,000,001.00",6.00%,3.00%,3.00%,01/23/2023,Yes,0,,No,6.00%,3.00%,,,,,,,,,,,,,,,
,,kalenastore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,koet-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,koet-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,macatabijouterie-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,01/23/2023,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,magicaloutdoor-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,magicaloutdoor-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,malue-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,miiaouterwear-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,miiaouterwear-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mscbikeshop-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mscbikeshop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mueblesmontoya-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mujerbonitacali-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticalagraneconomia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticasoloriginal-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticauribe-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticavglassesoptovisual-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,optiflorida-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,paezmobiliari-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,palorosa-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,riderlabstore-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,riderlabstore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,riderlife-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,sagutti-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,sportolimpico-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,universalsportshoes-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,usskincare-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,variedadesandres-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,variedadesandres-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,zavatty-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ciclollano-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,joybaby-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,joybaby-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,piyosmodaintima-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dulcemax-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,fernandaarias-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,animuslab-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cosmeticosjohnvery-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,cosmeticosjohnvery-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bloomperfumeria-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,benedictabrand-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gisselhenaoboutique-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,zusuboutique-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,famastore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,abbashoes-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,0.00%,06/30/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,adoradanochesleepwear-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almacenelcristalneiva-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/23/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,budushop-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/23/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
